trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	581
ntDontcount_oval	1	0.2	615
ntDontcount_campus	1	0.2	586
t_Dontcount_lab	1	0.2	166
t_Dontcount_oval	1	0.2	134
t_Dontcount_campus	1	0.2	148
ntcount_lab	1	0.2	612
ntcount_oval	1	0.2	600
ntcount_campus	1	0.2	531
t_count_lab	1	0.2	131
t_count_oval	1	0.2	150
t_count_campus	1	0.2	155
