trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	579
ntDontcount_oval	1	0.2	356
ntDontcount_campus	1	0.2	446
t_Dontcount_lab	1	0.2	159
t_Dontcount_oval	1	0.2	83
t_Dontcount_campus	1	0.2	104
ntcount_lab	1	0.2	599
ntcount_oval	1	0.2	550
ntcount_campus	1	0.2	510
t_count_lab	1	0.2	130
t_count_oval	1	0.2	137
t_count_campus	1	0.2	148
