trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	614
ntDontcount_oval	1	0.2	572
ntDontcount_campus	1	0.2	535
t_Dontcount_lab	1	0.2	134
t_Dontcount_oval	1	0.2	141
t_Dontcount_campus	1	0.2	159
ntcount_lab	1	0.2	574
ntcount_oval	1	0.2	572
ntcount_campus	1	0.2	571
t_count_lab	1	0.2	165
t_count_oval	1	0.2	129
t_count_campus	1	0.2	145
