trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	582
ntDontcount_oval	1	0.2	573
ntDontcount_campus	1	0.2	552
t_Dontcount_lab	1	0.2	166
t_Dontcount_oval	1	0.2	129
t_Dontcount_campus	1	0.2	134
ntcount_lab	1	0.2	600
ntcount_oval	1	0.2	550
ntcount_campus	1	0.2	589
t_count_lab	1	0.2	150
t_count_oval	1	0.2	158
t_count_campus	1	0.2	125
