trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	581
ntDontcount_oval	1	0.2	474
ntDontcount_campus	1	0.2	537
t_Dontcount_lab	1	0.2	163
t_Dontcount_oval	1	0.2	113
t_Dontcount_campus	1	0.2	134
ntcount_lab	1	0.2	615
ntcount_oval	1	0.2	583
ntcount_campus	1	0.2	559
t_count_lab	1	0.2	133
t_count_oval	1	0.2	148
t_count_campus	1	0.2	158
