trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	592
ntDontcount_oval	1	0.2	493
ntDontcount_campus	1	0.2	425
t_Dontcount_lab	1	0.2	134
t_Dontcount_oval	1	0.2	118
t_Dontcount_campus	1	0.2	128
ntcount_lab	1	0.2	411
ntcount_oval	1	0.2	502
ntcount_campus	1	0.2	546
t_count_lab	1	0.2	91
t_count_oval	1	0.2	135
t_count_campus	1	0.2	121
