latency	trial_type	duration	zero_time
1.8	ntDontcount_oval	1	0.2
2.354	ntDontcount_oval	1	0.2
2.91	ntDontcount_oval	1	0.2
3.486	ntDontcount_oval	1	0.2
4.594	ntDontcount_oval	1	0.2
5.15	t_Dontcount_oval	1	0.2
5.706	t_Dontcount_oval	1	0.2
6.28	ntDontcount_oval	1	0.2
6.834	ntDontcount_oval	1	0.2
7.39	ntDontcount_oval	1	0.2
7.944	ntDontcount_oval	1	0.2
8.52	ntDontcount_oval	1	0.2
9.074	ntDontcount_oval	1	0.2
9.63	ntDontcount_oval	1	0.2
10.184	ntDontcount_oval	1	0.2
10.76	ntDontcount_oval	1	0.2
11.338	t_Dontcount_oval	1	0.2
11.89	ntDontcount_oval	1	0.2
12.468	t_Dontcount_oval	1	0.2
13.022	t_Dontcount_oval	1	0.2
13.62	t_Dontcount_oval	1	0.2
14.174	t_Dontcount_oval	1	0.2
14.728	ntDontcount_oval	1	0.2
15.282	ntDontcount_oval	1	0.2
15.86	t_Dontcount_oval	1	0.2
16.414	ntDontcount_oval	1	0.2
16.99	ntDontcount_oval	1	0.2
17.546	t_Dontcount_oval	1	0.2
18.1	t_Dontcount_oval	1	0.2
18.654	ntDontcount_oval	1	0.2
19.23	ntDontcount_oval	1	0.2
19.806	ntDontcount_oval	1	0.2
20.36	ntDontcount_oval	1	0.2
20.914	ntDontcount_oval	1	0.2
21.47	t_Dontcount_oval	1	0.2
22.024	ntDontcount_oval	1	0.2
22.578	ntDontcount_oval	1	0.2
23.154	ntDontcount_oval	1	0.2
23.752	ntDontcount_oval	1	0.2
24.328	ntDontcount_oval	1	0.2
24.884	t_Dontcount_oval	1	0.2
25.438	ntDontcount_oval	1	0.2
27.102	ntDontcount_oval	1	0.2
27.656	ntDontcount_oval	1	0.2
28.21	ntDontcount_oval	1	0.2
28.786	ntDontcount_oval	1	0.2
29.342	t_Dontcount_oval	1	0.2
30.472	ntDontcount_oval	1	0.2
31.028	t_Dontcount_oval	1	0.2
31.604	t_Dontcount_oval	1	0.2
32.18	ntDontcount_oval	1	0.2
32.734	ntDontcount_oval	1	0.2
34.44	ntDontcount_oval	1	0.2
34.994	ntDontcount_oval	1	0.2
35.55	ntDontcount_oval	1	0.2
36.104	ntDontcount_oval	1	0.2
37.79	ntDontcount_oval	1	0.2
38.344	ntDontcount_oval	1	0.2
38.92	ntDontcount_oval	1	0.2
40.052	ntDontcount_oval	1	0.2
40.648	ntDontcount_oval	1	0.2
41.202	ntDontcount_oval	1	0.2
41.758	t_Dontcount_oval	1	0.2
42.312	ntDontcount_oval	1	0.2
43.978	t_Dontcount_oval	1	0.2
44.532	ntDontcount_oval	1	0.2
45.086	ntDontcount_oval	1	0.2
45.64	ntDontcount_oval	1	0.2
46.196	ntDontcount_oval	1	0.2
46.75	ntDontcount_oval	1	0.2
47.306	t_Dontcount_oval	1	0.2
48.99	ntDontcount_oval	1	0.2
49.546	t_Dontcount_oval	1	0.2
50.1	ntDontcount_oval	1	0.2
50.654	ntDontcount_oval	1	0.2
51.208	ntDontcount_oval	1	0.2
52.318	t_Dontcount_oval	1	0.2
54.024	ntDontcount_oval	1	0.2
54.58	ntDontcount_oval	1	0.2
56.244	ntDontcount_oval	1	0.2
