trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	491
ntDontcount_oval	1	0.2	498
ntDontcount_campus	1	0.2	614
t_Dontcount_lab	1	0.2	121
t_Dontcount_oval	1	0.2	142
t_Dontcount_campus	1	0.2	134
ntcount_lab	1	0.2	577
ntcount_oval	1	0.2	599
ntcount_campus	1	0.2	507
t_count_lab	1	0.2	126
t_count_oval	1	0.2	150
t_count_campus	1	0.2	142
