trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	596
ntDontcount_oval	1	0.2	459
ntDontcount_campus	1	0.2	452
t_Dontcount_lab	1	0.2	125
t_Dontcount_oval	1	0.2	117
t_Dontcount_campus	1	0.2	132
ntcount_lab	1	0.2	493
ntcount_oval	1	0.2	465
ntcount_campus	1	0.2	475
t_count_lab	1	0.2	138
t_count_oval	1	0.2	101
t_count_campus	1	0.2	128
