trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	583
ntDontcount_oval	1	0.2	464
ntDontcount_campus	1	0.2	505
t_Dontcount_lab	1	0.2	147
t_Dontcount_oval	1	0.2	136
t_Dontcount_campus	1	0.2	108
ntcount_lab	1	0.2	597
ntcount_oval	1	0.2	491
ntcount_campus	1	0.2	380
t_count_lab	1	0.2	131
t_count_oval	1	0.2	125
t_count_campus	1	0.2	109
