trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	545
ntDontcount_oval	1	0.2	456
ntDontcount_campus	1	0.2	496
t_Dontcount_lab	1	0.2	139
t_Dontcount_oval	1	0.2	135
t_Dontcount_campus	1	0.2	119
ntcount_lab	1	0.2	594
ntcount_oval	1	0.2	497
ntcount_campus	1	0.2	437
t_count_lab	1	0.2	126
t_count_oval	1	0.2	117
t_count_campus	1	0.2	125
