latency	trial_type	duration	zero_time
6.278	ntDontcount_oval	1	0.2
7.942	ntDontcount_oval	1	0.2
8.496	ntDontcount_oval	1	0.2
9.052	ntDontcount_oval	1	0.2
12.402	t_Dontcount_oval	1	0.2
12.956	t_Dontcount_oval	1	0.2
17.436	t_Dontcount_oval	1	0.2
18.012	t_Dontcount_oval	1	0.2
18.566	ntDontcount_oval	1	0.2
22.448	ntDontcount_oval	1	0.2
24.112	ntDontcount_oval	1	0.2
28.572	ntDontcount_oval	1	0.2
29.128	t_Dontcount_oval	1	0.2
30.256	ntDontcount_oval	1	0.2
42.568	t_Dontcount_oval	1	0.2
52.658	t_Dontcount_oval	1	0.2
53.212	ntDontcount_oval	1	0.2
56.582	ntDontcount_oval	1	0.2
59.376	ntDontcount_oval	1	0.2
60.508	ntDontcount_oval	1	0.2
61.062	ntDontcount_oval	1	0.2
61.618	t_Dontcount_oval	1	0.2
64.988	ntDontcount_oval	1	0.2
67.782	ntDontcount_oval	1	0.2
70.556	ntDontcount_oval	1	0.2
72.22	ntDontcount_oval	1	0.2
72.774	ntDontcount_oval	1	0.2
73.328	ntDontcount_oval	1	0.2
75.036	ntDontcount_oval	1	0.2
77.83	ntDontcount_oval	1	0.2
78.384	ntDontcount_oval	1	0.2
78.94	ntDontcount_oval	1	0.2
80.072	t_Dontcount_oval	1	0.2
81.2	ntDontcount_oval	1	0.2
83.974	ntDontcount_oval	1	0.2
85.084	ntDontcount_oval	1	0.2
85.64	t_Dontcount_oval	1	0.2
86.192	ntDontcount_oval	1	0.2
87.324	ntDontcount_oval	1	0.2
88.988	t_Dontcount_oval	1	0.2
93.448	t_Dontcount_oval	1	0.2
94	ntDontcount_oval	1	0.2
94.556	ntDontcount_oval	1	0.2
95.112	t_Dontcount_oval	1	0.2
95.686	ntDontcount_oval	1	0.2
96.24	ntDontcount_oval	1	0.2
99.036	t_Dontcount_oval	1	0.2
99.592	t_Dontcount_oval	1	0.2
101.808	ntDontcount_oval	1	0.2
103.472	ntDontcount_oval	1	0.2
106.822	ntDontcount_oval	1	0.2
108.528	ntDontcount_oval	1	0.2
109.638	ntDontcount_oval	1	0.2
110.192	ntDontcount_oval	1	0.2
111.878	ntDontcount_oval	1	0.2
115.784	t_Dontcount_oval	1	0.2
116.358	ntDontcount_oval	1	0.2
117.468	ntDontcount_oval	1	0.2
118.022	ntDontcount_oval	1	0.2
119.176	t_Dontcount_oval	1	0.2
120.838	ntDontcount_oval	1	0.2
121.394	t_Dontcount_oval	1	0.2
122.502	ntDontcount_oval	1	0.2
123.058	t_Dontcount_oval	1	0.2
123.612	t_Dontcount_oval	1	0.2
125.872	ntDontcount_oval	1	0.2
126.428	ntDontcount_oval	1	0.2
128.112	ntDontcount_oval	1	0.2
129.776	ntDontcount_oval	1	0.2
130.332	ntDontcount_oval	1	0.2
130.908	ntDontcount_oval	1	0.2
131.462	ntDontcount_oval	1	0.2
132.038	ntDontcount_oval	1	0.2
132.592	ntDontcount_oval	1	0.2
133.148	ntDontcount_oval	1	0.2
133.702	ntDontcount_oval	1	0.2
137.052	ntDontcount_oval	1	0.2
137.628	ntDontcount_oval	1	0.2
138.204	ntDontcount_oval	1	0.2
144.924	ntDontcount_oval	1	0.2
145.48	t_Dontcount_oval	1	0.2
147.44	ntDontcount_oval	1	0.2
148.572	ntDontcount_oval	1	0.2
149.68	ntDontcount_oval	1	0.2
151.344	ntDontcount_oval	1	0.2
151.9	ntDontcount_oval	1	0.2
153.564	t_Dontcount_oval	1	0.2
154.118	ntDontcount_oval	1	0.2
156.36	t_Dontcount_oval	1	0.2
156.912	ntDontcount_oval	1	0.2
157.468	ntDontcount_oval	1	0.2
158.022	ntDontcount_oval	1	0.2
159.686	ntDontcount_oval	1	0.2
160.24	ntDontcount_oval	1	0.2
160.816	ntDontcount_oval	1	0.2
161.372	t_Dontcount_oval	1	0.2
161.926	ntDontcount_oval	1	0.2
162.48	ntDontcount_oval	1	0.2
163.058	t_Dontcount_oval	1	0.2
163.612	t_Dontcount_oval	1	0.2
166.406	ntDontcount_oval	1	0.2
166.962	t_Dontcount_oval	1	0.2
167.516	t_Dontcount_oval	1	0.2
168.07	ntDontcount_oval	1	0.2
168.626	t_Dontcount_oval	1	0.2
169.18	ntDontcount_oval	1	0.2
169.734	ntDontcount_oval	1	0.2
170.288	ntDontcount_oval	1	0.2
170.844	ntDontcount_oval	1	0.2
171.4	t_Dontcount_oval	1	0.2
171.952	ntDontcount_oval	1	0.2
172.508	ntDontcount_oval	1	0.2
173.062	ntDontcount_oval	1	0.2
175.302	ntDontcount_oval	1	0.2
175.856	ntDontcount_oval	1	0.2
176.988	ntDontcount_oval	1	0.2
177.544	t_Dontcount_oval	1	0.2
178.12	t_Dontcount_oval	1	0.2
180.892	ntDontcount_oval	1	0.2
182.556	t_Dontcount_oval	1	0.2
