trial_type	duration	zero_time	number_averages
ntDontcount_lab	1	0.2	323
ntDontcount_oval	1	0.2	570
ntDontcount_campus	1	0.2	489
t_Dontcount_lab	1	0.2	91
t_Dontcount_oval	1	0.2	124
t_Dontcount_campus	1	0.2	109
ntcount_lab	1	0.2	595
ntcount_oval	1	0.2	561
ntcount_campus	1	0.2	605
t_count_lab	1	0.2	150
t_count_oval	1	0.2	162
t_count_campus	1	0.2	131
