latency	trial_type	duration	zero_time
1.8	ntcount_campus	1	0.2
2.356	ntcount_campus	1	0.2
2.91	ntcount_campus	1	0.2
3.466	ntcount_campus	1	0.2
4.042	ntcount_campus	1	0.2
4.596	ntcount_campus	1	0.2
5.172	t_count_campus	1	0.2
5.728	t_count_campus	1	0.2
6.302	ntcount_campus	1	0.2
6.858	ntcount_campus	1	0.2
7.412	ntcount_campus	1	0.2
7.966	ntcount_campus	1	0.2
8.522	ntcount_campus	1	0.2
9.098	ntcount_campus	1	0.2
9.652	ntcount_campus	1	0.2
10.206	ntcount_campus	1	0.2
10.762	ntcount_campus	1	0.2
11.316	t_count_campus	1	0.2
11.892	ntcount_campus	1	0.2
12.448	t_count_campus	1	0.2
13.002	t_count_campus	1	0.2
13.578	t_count_campus	1	0.2
14.154	t_count_campus	1	0.2
14.708	ntcount_campus	1	0.2
15.262	ntcount_campus	1	0.2
15.818	t_count_campus	1	0.2
16.372	ntcount_campus	1	0.2
16.948	ntcount_campus	1	0.2
17.504	t_count_campus	1	0.2
18.08	t_count_campus	1	0.2
18.634	ntcount_campus	1	0.2
19.188	ntcount_campus	1	0.2
19.764	ntcount_campus	1	0.2
20.34	ntcount_campus	1	0.2
22.026	ntcount_campus	1	0.2
22.58	ntcount_campus	1	0.2
23.134	ntcount_campus	1	0.2
23.71	ntcount_campus	1	0.2
24.266	ntcount_campus	1	0.2
24.842	t_count_campus	1	0.2
25.398	ntcount_campus	1	0.2
27.102	ntcount_campus	1	0.2
27.658	ntcount_campus	1	0.2
29.344	t_count_campus	1	0.2
29.898	t_count_campus	1	0.2
30.454	ntcount_campus	1	0.2
31.008	t_count_campus	1	0.2
31.562	t_count_campus	1	0.2
32.118	ntcount_campus	1	0.2
32.692	ntcount_campus	1	0.2
33.246	ntcount_campus	1	0.2
33.822	ntcount_campus	1	0.2
34.378	ntcount_campus	1	0.2
34.932	ntcount_campus	1	0.2
35.486	ntcount_campus	1	0.2
36.638	ntcount_campus	1	0.2
37.214	ntcount_campus	1	0.2
37.77	ntcount_campus	1	0.2
38.324	ntcount_campus	1	0.2
38.9	ntcount_campus	1	0.2
39.456	t_count_campus	1	0.2
40.012	ntcount_campus	1	0.2
40.564	ntcount_campus	1	0.2
41.696	t_count_campus	1	0.2
42.272	ntcount_campus	1	0.2
42.826	t_count_campus	1	0.2
43.382	ntcount_campus	1	0.2
43.936	t_count_campus	1	0.2
44.512	ntcount_campus	1	0.2
45.066	ntcount_campus	1	0.2
45.62	ntcount_campus	1	0.2
47.306	t_count_campus	1	0.2
48.97	ntcount_campus	1	0.2
49.524	t_count_campus	1	0.2
50.102	ntcount_campus	1	0.2
50.654	ntcount_campus	1	0.2
51.23	ntcount_campus	1	0.2
51.786	ntcount_campus	1	0.2
52.34	t_count_campus	1	0.2
53.472	ntcount_campus	1	0.2
54.026	ntcount_campus	1	0.2
54.58	ntcount_campus	1	0.2
55.69	ntcount_campus	1	0.2
56.244	ntcount_campus	1	0.2
56.82	ntcount_campus	1	0.2
57.396	t_count_campus	1	0.2
57.974	ntcount_campus	1	0.2
58.526	ntcount_campus	1	0.2
59.082	ntcount_campus	1	0.2
60.19	ntcount_campus	1	0.2
60.746	ntcount_campus	1	0.2
61.322	ntcount_campus	1	0.2
61.876	t_count_campus	1	0.2
63.562	ntcount_campus	1	0.2
64.116	ntcount_campus	1	0.2
